Month,Year,Month_num,AustralianPort,Country,ForeignPort,Passengers_In,Passengers_Out
May-13,2013,May,Melbourne,China,Chengdu,788,1142
May-13,2013,May,Melbourne,USA,Chicago,0,0
May-13,2013,May,Melbourne,New Zealand,Christchurch,8829,8794
May-13,2013,May,Melbourne,Indonesia,Denpasar,12395,14124
May-13,2013,May,Melbourne,Qatar,Doha,4170,7332
May-13,2013,May,Melbourne,United Arab Emirates,Dubai,14924,25028
May-13,2013,May,Melbourne,China,Guangzhou,7767,8212
May-13,2013,May,Melbourne,Vietnam,Hanoi,359,676
May-13,2013,May,Melbourne,Vietnam,Ho Chi Minh City,4008,3515
May-13,2013,May,Melbourne,Hong Kong,Hong Kong,17780,20813
May-13,2013,May,Melbourne,USA,Honolulu,1995,2002
May-13,2013,May,Melbourne,Indonesia,Jakarta,1737,1728
May-13,2013,May,Melbourne,Malaysia,Kuala Lumpur,28187,29062
May-13,2013,May,Melbourne,UK,London,4572,7025
May-13,2013,May,Melbourne,USA,Los Angeles,19907,21150
May-13,2013,May,Melbourne,Philippines,Manila,2203,2262
May-13,2013,May,Melbourne,Fiji,Nadi,6936,7987
May-13,2013,May,Melbourne,USA,New York,0,0
May-13,2013,May,Melbourne,Thailand,Phuket,19,0
May-13,2013,May,Melbourne,New Zealand,Queenstown,1434,1405
May-13,2013,May,Melbourne,Korea,Seoul,0,0
May-13,2013,May,Melbourne,China,Shanghai,7278,7860
May-13,2013,May,Melbourne,Singapore,Singapore,35478,40337
May-13,2013,May,Melbourne,Japan,Tokyo,0,0
May-13,2013,May,Melbourne,New Zealand,Wellington,6960,6609
May-13,2013,May,Norfolk Island,New Zealand,Auckland,506,559
May-13,2013,May,Perth,New Zealand,Auckland,5915,5374
May-13,2013,May,Perth,Thailand,Bangkok,5009,4618
May-13,2013,May,Perth,Indonesia,Denpasar,35650,35126
May-13,2013,May,Perth,Qatar,Doha,4353,7017
May-13,2013,May,Perth,United Arab Emirates,Dubai,18111,22071
May-13,2013,May,Perth,China,Guangzhou,2191,1685
May-13,2013,May,Perth,Hong Kong,Hong Kong,7299,7853
May-13,2013,May,Perth,Indonesia,Jakarta,786,726
May-13,2013,May,Perth,South Africa,Johannesburg,4282,4964
May-13,2013,May,Perth,Malaysia,Kota Kinabalu,593,562
May-13,2013,May,Perth,Malaysia,Kuala Lumpur,21216,17346
May-13,2013,May,Perth,Mauritius,Mauritius,1972,2061
May-13,2013,May,Perth,Thailand,Phuket,2240,2254
May-13,2013,May,Perth,Singapore,Singapore,34807,35467
May-13,2013,May,Sydney,United Arab Emirates,Abu Dhabi,12941,17831
May-13,2013,May,Sydney,USA,Anchorage,0,0
May-13,2013,May,Sydney,Western Samoa,Apia,1061,1167
May-13,2013,May,Sydney,New Zealand,Auckland,51721,51364
May-13,2013,May,Sydney,Thailand,Bangkok,19108,20429
May-13,2013,May,Sydney,China,Beijing,5428,6551
May-13,2013,May,Sydney,Argentina,Buenos Aires,1530,1438
May-13,2013,May,Sydney,USA,Chicago,0,0
May-13,2013,May,Sydney,China,Chongqing,0,0
May-13,2013,May,Sydney,New Zealand,Christchurch,15808,13503
May-13,2013,May,Sydney,USA,Cincinnati,0,0
May-13,2013,May,Sydney,USA,Dallas,1906,8269
May-13,2013,May,Sydney,Indonesia,Denpasar,12074,12717
May-13,2013,May,Sydney,United Arab Emirates,Dubai,22843,31294
May-13,2013,May,Sydney,China,Guangzhou,11830,11009
May-13,2013,May,Sydney,Vietnam,Hanoi,944,796
May-13,2013,May,Sydney,Vietnam,Ho Chi Minh City,3776,3666
May-13,2013,May,Sydney,Hong Kong,Hong Kong,29079,33676
May-13,2013,May,Sydney,USA,Honolulu,18215,16128
May-13,2013,May,Sydney,Indonesia,Jakarta,5088,5196
May-13,2013,May,Sydney,South Africa,Johannesburg,6677,6245
May-13,2013,May,Sydney,Malaysia,Kota Kinabalu,0,0
May-13,2013,May,Sydney,Malaysia,Kuala Lumpur,22736,21933
May-13,2013,May,Sydney,UK,London,10999,17960
May-13,2013,May,Sydney,USA,Los Angeles,35863,38533
May-13,2013,May,Sydney,USA,Louisville,0,0
May-13,2013,May,Sydney,Philippines,Manila,6374,5536
May-13,2013,May,Sydney,Fiji,Nadi,18152,18266
May-13,2013,May,Sydney,China,Nanjing,626,664
May-13,2013,May,Sydney,USA,New York,4081,4398
May-13,2013,May,Sydney,New Caledonia,Noumea,3601,3489
May-13,2013,May,Sydney,Japan,Osaka,269,235
May-13,2013,May,Sydney,Thailand,Phuket,3108,3167
May-13,2013,May,Sydney,Papua New Guinea,Port Moresby,799,733
May-13,2013,May,Sydney,Vanuatu,Port Vila,2655,2780
May-13,2013,May,Sydney,New Zealand,Queenstown,2936,2612
May-13,2013,May,Sydney,Cook Islands,Rarotonga,822,753
May-13,2013,May,Sydney,New Zealand,Rotorua,454,348
May-13,2013,May,Sydney,USA,San Francisco,7191,8311
May-13,2013,May,Sydney,Chile,Santiago,5636,5603
May-13,2013,May,Sydney,Korea,Seoul,11828,12611
May-13,2013,May,Sydney,China,Shanghai,13605,13845
May-13,2013,May,Sydney,China,Shenzhen,0,0
May-13,2013,May,Sydney,Singapore,Singapore,44101,49375
May-13,2013,May,Sydney,Taiwan,Taipei,2312,2420
May-13,2013,May,Sydney,Japan,Tokyo,12085,13898
May-13,2013,May,Sydney,Tonga,Tongatapu,814,941
May-13,2013,May,Sydney,Canada,Toronto,1177,1274
May-13,2013,May,Sydney,Canada,Vancouver,4219,6362
May-13,2013,May,Sydney,New Zealand,Wellington,11224,11232
Jun-13,2013,June,Adelaide,New Zealand,Auckland,1982,2063
Jun-13,2013,June,Adelaide,Indonesia,Denpasar,2980,3130
Jun-13,2013,June,Adelaide,United Arab Emirates,Dubai,7259,8597
Jun-13,2013,June,Adelaide,Hong Kong,Hong Kong,2469,1723
Jun-13,2013,June,Adelaide,Malaysia,Kuala Lumpur,5689,6465
Jun-13,2013,June,Adelaide,Singapore,Singapore,7263,8999
Jun-13,2013,June,Brisbane,United Arab Emirates,Abu Dhabi,4003,3847
Jun-13,2013,June,Brisbane,Western Samoa,Apia,478,477
Jun-13,2013,June,Brisbane,New Zealand,Auckland,32091,32556
Jun-13,2013,June,Brisbane,Thailand,Bangkok,5834,8870
Jun-13,2013,June,Brisbane,New Zealand,Christchurch,7729,8250
Jun-13,2013,June,Brisbane,USA,Dallas,4267,0
Jun-13,2013,June,Brisbane,Indonesia,Denpasar,5373,6185
Jun-13,2013,June,Brisbane,United Arab Emirates,Dubai,14092,15306
Jun-13,2013,June,Brisbane,New Zealand,Dunedin,1999,2152
Jun-13,2013,June,Brisbane,Vanuatu,Espiritu Santo,316,312
Jun-13,2013,June,Brisbane,China,Guangzhou,3045,3407
Jun-13,2013,June,Brisbane,Hong Kong,Hong Kong,12344,13504
Jun-13,2013,June,Brisbane,Solomon Islands,Honiara,1964,2546
Jun-13,2013,June,Brisbane,USA,Honolulu,2622,2627
Jun-13,2013,June,Brisbane,Malaysia,Kuala Lumpur,5273,6721
Jun-13,2013,June,Brisbane,USA,Los Angeles,12750,14399
Jun-13,2013,June,Brisbane,Philippines,Manila,1124,1458
Jun-13,2013,June,Brisbane,Fiji,Nadi,7660,9026
Jun-13,2013,June,Brisbane,Nauru,Nauru,813,852
Jun-13,2013,June,Brisbane,New Caledonia,Noumea,1302,1729
Jun-13,2013,June,Brisbane,Papua New Guinea,Port Moresby,7952,7747
Jun-13,2013,June,Brisbane,Vanuatu,Port Vila,2926,3700
Jun-13,2013,June,Brisbane,New Zealand,Queenstown,1466,2429
Jun-13,2013,June,Brisbane,Korea,Seoul,3357,4042
Jun-13,2013,June,Brisbane,Singapore,Singapore,35167,37708
Jun-13,2013,June,Brisbane,Taiwan,Taipei,3356,4486
Jun-13,2013,June,Brisbane,New Zealand,Wellington,7273,7228
Jun-13,2013,June,Cairns,New Zealand,Auckland,2007,1980
Jun-13,2013,June,Cairns,Indonesia,Denpasar,82,0
Jun-13,2013,June,Cairns,Guam,Guam,476,556
Jun-13,2013,June,Cairns,Hong Kong,Hong Kong,2102,1883
Jun-13,2013,June,Cairns,Japan,Osaka,2399,3129
Jun-13,2013,June,Cairns,Papua New Guinea,Port Moresby,4320,4308
Jun-13,2013,June,Cairns,Papua New Guinea,Rabaul,419,413
Jun-13,2013,June,Cairns,China,Shanghai,1237,1401
Jun-13,2013,June,Cairns,Japan,Tokyo,3878,4725
Jun-13,2013,June,Darwin,Indonesia,Denpasar,3894,4813
Jun-13,2013,June,Darwin,Philippines,Manila,2242,2680
Jun-13,2013,June,Darwin,Japan,Osaka,6,10
Jun-13,2013,June,Darwin,Singapore,Singapore,5291,6649
Jun-13,2013,June,Darwin,Japan,Tokyo,57,81
Jun-13,2013,June,Gold Coast,New Zealand,Auckland,9329,9844
Jun-13,2013,June,Gold Coast,New Zealand,Christchurch,2072,2072
Jun-13,2013,June,Gold Coast,Malaysia,Kuala Lumpur,5933,7353
Jun-13,2013,June,Gold Coast,Japan,Osaka,2259,2072
Jun-13,2013,June,Gold Coast,Singapore,Singapore,6707,7890
Jun-13,2013,June,Gold Coast,Japan,Tokyo,3474,4017
Jun-13,2013,June,Melbourne,United Arab Emirates,Abu Dhabi,7555,7997
Jun-13,2013,June,Melbourne,New Zealand,Auckland,32975,35092
Jun-13,2013,June,Melbourne,Brunei,Bandar Seri Begawan,4479,7162
Jun-13,2013,June,Melbourne,Thailand,Bangkok,13386,19009
Jun-13,2013,June,Melbourne,China,Beijing,1535,2212
Jun-13,2013,June,Melbourne,China,Chengdu,736,1067
Jun-13,2013,June,Melbourne,USA,Chicago,0,0
Jun-13,2013,June,Melbourne,New Zealand,Christchurch,7484,8518
Jun-13,2013,June,Melbourne,Indonesia,Denpasar,15145,17142
Jun-13,2013,June,Melbourne,Qatar,Doha,5427,7017
Jun-13,2013,June,Melbourne,United Arab Emirates,Dubai,21281,27451
Jun-13,2013,June,Melbourne,China,Guangzhou,7641,9535
Jun-13,2013,June,Melbourne,Vietnam,Hanoi,513,1270
Jun-13,2013,June,Melbourne,Vietnam,Ho Chi Minh City,4535,5746
Jun-13,2013,June,Melbourne,Hong Kong,Hong Kong,20341,23748
Jun-13,2013,June,Melbourne,USA,Honolulu,2480,3080
Jun-13,2013,June,Melbourne,Indonesia,Jakarta,2443,2644
Jun-13,2013,June,Melbourne,Malaysia,Kuala Lumpur,27299,31635
Jun-13,2013,June,Melbourne,UK,London,6758,7838
Jun-13,2013,June,Melbourne,USA,Los Angeles,18562,21580
Jun-13,2013,June,Melbourne,Philippines,Manila,2212,2346
Jun-13,2013,June,Melbourne,Fiji,Nadi,7226,7926
Jun-13,2013,June,Melbourne,USA,New York,0,0
Jun-13,2013,June,Melbourne,Thailand,Phuket,30,0
Jun-13,2013,June,Melbourne,Vanuatu,Port Vila,365,507
Jun-13,2013,June,Melbourne,New Zealand,Queenstown,1920,2887
Jun-13,2013,June,Melbourne,Korea,Seoul,0,0
Jun-13,2013,June,Melbourne,China,Shanghai,7219,8293
Jun-13,2013,June,Melbourne,Singapore,Singapore,41105,48657
Jun-13,2013,June,Melbourne,Japan,Tokyo,0,0
Jun-13,2013,June,Melbourne,New Zealand,Wellington,6163,6305
Jun-13,2013,June,Norfolk Island,New Zealand,Auckland,453,448
Jun-13,2013,June,Perth,New Zealand,Auckland,5371,4950
Jun-13,2013,June,Perth,Thailand,Bangkok,4681,6358
Jun-13,2013,June,Perth,Indonesia,Denpasar,34297,36806
Jun-13,2013,June,Perth,Qatar,Doha,5076,6002
Jun-13,2013,June,Perth,United Arab Emirates,Dubai,19802,21869
Jun-13,2013,June,Perth,China,Guangzhou,1744,2232
Jun-13,2013,June,Perth,Hong Kong,Hong Kong,7474,8035
Jun-13,2013,June,Perth,Indonesia,Jakarta,1418,1556
Jun-13,2013,June,Perth,South Africa,Johannesburg,4089,4837
Jun-13,2013,June,Perth,Malaysia,Kota Kinabalu,576,555
Jun-13,2013,June,Perth,Malaysia,Kuala Lumpur,17258,19911
Jun-13,2013,June,Perth,Philippines,Manila,515,900
Jun-13,2013,June,Perth,Mauritius,Mauritius,1691,2488
Jun-13,2013,June,Perth,Thailand,Phuket,2417,3000
Jun-13,2013,June,Perth,Singapore,Singapore,35114,41399
Jun-13,2013,June,Sunshine Coast,New Zealand,Auckland,511,329
Jun-13,2013,June,Sydney,United Arab Emirates,Abu Dhabi,16494,18117
Jun-13,2013,June,Sydney,USA,Anchorage,0,0
Jun-13,2013,June,Sydney,Western Samoa,Apia,1113,1271
Jun-13,2013,June,Sydney,New Zealand,Auckland,47967,50619
Jun-13,2013,June,Sydney,Thailand,Bangkok,20373,24963
Jun-13,2013,June,Sydney,China,Beijing,5431,7419
Jun-13,2013,June,Sydney,Argentina,Buenos Aires,1549,1671
Jun-13,2013,June,Sydney,USA,Chicago,0,0
Jun-13,2013,June,Sydney,China,Chongqing,0,0
Jun-13,2013,June,Sydney,New Zealand,Christchurch,13319,13933
Jun-13,2013,June,Sydney,USA,Dallas,2907,9712
Jun-13,2013,June,Sydney,Indonesia,Denpasar,13814,15014
Jun-13,2013,June,Sydney,United Arab Emirates,Dubai,30151,33949
Jun-13,2013,June,Sydney,China,Guangzhou,10427,13199
Jun-13,2013,June,Sydney,Vietnam,Hanoi,817,1153
Jun-13,2013,June,Sydney,Vietnam,Ho Chi Minh City,3928,5542
Jun-13,2013,June,Sydney,Hong Kong,Hong Kong,32885,37348
Jun-13,2013,June,Sydney,USA,Honolulu,16086,17376
Jun-13,2013,June,Sydney,Indonesia,Jakarta,6635,7000
Jun-13,2013,June,Sydney,South Africa,Johannesburg,6729,6684
Jun-13,2013,June,Sydney,Malaysia,Kota Kinabalu,0,0
Jun-13,2013,June,Sydney,Malaysia,Kuala Lumpur,22006,25303
Jun-13,2013,June,Sydney,UK,London,14507,17456
Jun-13,2013,June,Sydney,USA,Los Angeles,37449,41664
Jun-13,2013,June,Sydney,USA,Louisville,0,0
Jun-13,2013,June,Sydney,Philippines,Manila,5966,6279
Jun-13,2013,June,Sydney,Uruguay,Montevideo,0,0
Jun-13,2013,June,Sydney,Fiji,Nadi,17124,19073
Jun-13,2013,June,Sydney,China,Nanjing,704,630
Jun-13,2013,June,Sydney,USA,New York,4527,4778
Jun-13,2013,June,Sydney,New Caledonia,Noumea,3639,3872
Jun-13,2013,June,Sydney,Japan,Osaka,409,403
Jun-13,2013,June,Sydney,Thailand,Phuket,2446,3113
Jun-13,2013,June,Sydney,Papua New Guinea,Port Moresby,798,835
Jun-13,2013,June,Sydney,Vanuatu,Port Vila,2989,2751
Jun-13,2013,June,Sydney,New Zealand,Queenstown,3408,4597
Jun-13,2013,June,Sydney,Cook Islands,Rarotonga,597,928
Jun-13,2013,June,Sydney,New Zealand,Rotorua,655,670
Jun-13,2013,June,Sydney,USA,San Francisco,7871,10216
Jun-13,2013,June,Sydney,Chile,Santiago,5161,5832
Jun-13,2013,June,Sydney,Korea,Seoul,12469,13783
Jun-13,2013,June,Sydney,China,Shanghai,13810,15582
Jun-13,2013,June,Sydney,China,Shenyang,0,0
Jun-13,2013,June,Sydney,China,Shenzhen,0,0
Jun-13,2013,June,Sydney,Singapore,Singapore,49179,63498
Jun-13,2013,June,Sydney,Taiwan,Taipei,2682,3612
Jun-13,2013,June,Sydney,Japan,Tokyo,10810,13583
Jun-13,2013,June,Sydney,Tonga,Tongatapu,573,893
Jun-13,2013,June,Sydney,Canada,Toronto,1254,1508
Jun-13,2013,June,Sydney,Canada,Vancouver,5242,6031
Jun-13,2013,June,Sydney,New Zealand,Wellington,10095,10601
Jul-13,2013,July,Adelaide,New Zealand,Auckland,2798,3085
Jul-13,2013,July,Adelaide,Indonesia,Denpasar,3049,3120
Jul-13,2013,July,Adelaide,United Arab Emirates,Dubai,9550,8388
Jul-13,2013,July,Adelaide,Hong Kong,Hong Kong,2944,1987
Jul-13,2013,July,Adelaide,Malaysia,Kuala Lumpur,7873,6800
Jul-13,2013,July,Adelaide,Singapore,Singapore,12692,10478
Jul-13,2013,July,Brisbane,United Arab Emirates,Abu Dhabi,5863,4021
Jul-13,2013,July,Brisbane,Western Samoa,Apia,471,410
Jul-13,2013,July,Brisbane,New Zealand,Auckland,40313,36950
Jul-13,2013,July,Brisbane,Thailand,Bangkok,9313,6820
Jul-13,2013,July,Brisbane,New Zealand,Christchurch,8684,8322
Jul-13,2013,July,Brisbane,USA,Dallas,5649,0
Jul-13,2013,July,Brisbane,Indonesia,Denpasar,6054,6032
Jul-13,2013,July,Brisbane,United Arab Emirates,Dubai,16723,12670
Jul-13,2013,July,Brisbane,New Zealand,Dunedin,2807,3001
Jul-13,2013,July,Brisbane,Vanuatu,Espiritu Santo,279,427
Jul-13,2013,July,Brisbane,China,Guangzhou,4023,3355
Jul-13,2013,July,Brisbane,Hong Kong,Hong Kong,17348,10727
Jul-13,2013,July,Brisbane,Solomon Islands,Honiara,2672,2611
Jul-13,2013,July,Brisbane,USA,Honolulu,2708,2431
Jul-13,2013,July,Brisbane,Malaysia,Kuala Lumpur,8113,6257
Jul-13,2013,July,Brisbane,USA,Los Angeles,13905,12384
Jul-13,2013,July,Brisbane,Philippines,Manila,1423,1132
Jul-13,2013,July,Brisbane,Fiji,Nadi,8805,7570
Jul-13,2013,July,Brisbane,Nauru,Nauru,831,703
Jul-13,2013,July,Brisbane,New Caledonia,Noumea,1186,1256
Jul-13,2013,July,Brisbane,Papua New Guinea,Port Moresby,8928,8521
Jul-13,2013,July,Brisbane,Vanuatu,Port Vila,4021,3558
Jul-13,2013,July,Brisbane,New Zealand,Queenstown,4870,5278
Jul-13,2013,July,Brisbane,Korea,Seoul,5010,3835
Jul-13,2013,July,Brisbane,Singapore,Singapore,40676,30349
Jul-13,2013,July,Brisbane,Taiwan,Taipei,4758,3949
Jul-13,2013,July,Brisbane,New Zealand,Wellington,9059,8378
Jul-13,2013,July,Cairns,New Zealand,Auckland,2946,2869
Jul-13,2013,July,Cairns,Indonesia,Denpasar,81,0
Jul-13,2013,July,Cairns,Guam,Guam,745,638
Jul-13,2013,July,Cairns,Hong Kong,Hong Kong,2097,2089
Jul-13,2013,July,Cairns,Japan,Osaka,4645,2895
Jul-13,2013,July,Cairns,Papua New Guinea,Port Moresby,4701,4980
Jul-13,2013,July,Cairns,Papua New Guinea,Rabaul,449,463
Jul-13,2013,July,Cairns,China,Shanghai,1622,1416
Jul-13,2013,July,Cairns,Japan,Tokyo,6864,4059
Jul-13,2013,July,Darwin,Indonesia,Denpasar,6834,6701
Jul-13,2013,July,Darwin,Philippines,Manila,2622,2476
Jul-13,2013,July,Darwin,Japan,Osaka,23,21
Jul-13,2013,July,Darwin,Singapore,Singapore,8130,6616
Jul-13,2013,July,Darwin,Japan,Tokyo,102,78
Jul-13,2013,July,Gold Coast,New Zealand,Auckland,12033,11350
Jul-13,2013,July,Gold Coast,New Zealand,Christchurch,4107,3179
Jul-13,2013,July,Gold Coast,Malaysia,Kuala Lumpur,7064,6662
Jul-13,2013,July,Gold Coast,Japan,Osaka,2924,1560
Jul-13,2013,July,Gold Coast,Singapore,Singapore,7167,6622
Jul-13,2013,July,Gold Coast,Japan,Tokyo,5237,2752
Jul-13,2013,July,Melbourne,United Arab Emirates,Abu Dhabi,8718,8380
Jul-13,2013,July,Melbourne,New Zealand,Auckland,41200,37851
Jul-13,2013,July,Melbourne,Brunei,Bandar Seri Begawan,7159,7535
Jul-13,2013,July,Melbourne,Thailand,Bangkok,20117,18709
Jul-13,2013,July,Melbourne,China,Beijing,2022,1828
Jul-13,2013,July,Melbourne,China,Chengdu,1743,1070
Jul-13,2013,July,Melbourne,USA,Chicago,0,0
Jul-13,2013,July,Melbourne,New Zealand,Christchurch,9128,9619
Jul-13,2013,July,Melbourne,Indonesia,Denpasar,17280,15110
Jul-13,2013,July,Melbourne,Qatar,Doha,7704,6534
Jul-13,2013,July,Melbourne,United Arab Emirates,Dubai,30213,21285
Jul-13,2013,July,Melbourne,China,Guangzhou,9787,8050
Jul-13,2013,July,Melbourne,Vietnam,Hanoi,930,1379
Jul-13,2013,July,Melbourne,Vietnam,Ho Chi Minh City,7384,5363
Jul-13,2013,July,Melbourne,Hong Kong,Hong Kong,26560,19569
Jul-13,2013,July,Melbourne,USA,Honolulu,2909,2579
Jul-13,2013,July,Melbourne,Indonesia,Jakarta,3660,2308
Jul-13,2013,July,Melbourne,Malaysia,Kuala Lumpur,35347,32852
Jul-13,2013,July,Melbourne,UK,London,8705,5889
Jul-13,2013,July,Melbourne,USA,Los Angeles,21865,18658
Jul-13,2013,July,Melbourne,Philippines,Manila,2852,1869
Jul-13,2013,July,Melbourne,Fiji,Nadi,7919,8012
Jul-13,2013,July,Melbourne,USA,New York,0,0
Jul-13,2013,July,Melbourne,Vanuatu,Port Vila,593,459
Jul-13,2013,July,Melbourne,New Zealand,Queenstown,5859,5975
Jul-13,2013,July,Melbourne,Chile,Santiago,0,0
Jul-13,2013,July,Melbourne,Korea,Seoul,0,0
Jul-13,2013,July,Melbourne,China,Shanghai,8931,7255
Jul-13,2013,July,Melbourne,Singapore,Singapore,54124,44491
Jul-13,2013,July,Melbourne,Japan,Tokyo,0,0
Jul-13,2013,July,Melbourne,New Zealand,Wellington,7294,7089
Jul-13,2013,July,Norfolk Island,New Zealand,Auckland,400,413
Jul-13,2013,July,Perth,New Zealand,Auckland,7668,7579
Jul-13,2013,July,Perth,Thailand,Bangkok,6876,6157
Jul-13,2013,July,Perth,Indonesia,Denpasar,39721,40551
Jul-13,2013,July,Perth,Qatar,Doha,7169,5664
Jul-13,2013,July,Perth,United Arab Emirates,Dubai,27752,21001
Jul-13,2013,July,Perth,China,Guangzhou,2391,1961
Jul-13,2013,July,Perth,Hong Kong,Hong Kong,9476,6964
Jul-13,2013,July,Perth,Indonesia,Jakarta,3467,3634
Jul-13,2013,July,Perth,South Africa,Johannesburg,5399,5929
Jul-13,2013,July,Perth,Malaysia,Kota Kinabalu,550,530
Jul-13,2013,July,Perth,Malaysia,Kuala Lumpur,21388,19724
Jul-13,2013,July,Perth,Philippines,Manila,1238,1210
Jul-13,2013,July,Perth,Mauritius,Mauritius,3048,2560
Jul-13,2013,July,Perth,Thailand,Phuket,3937,3892
Jul-13,2013,July,Perth,Singapore,Singapore,47015,42491
Jul-13,2013,July,Sunshine Coast,New Zealand,Auckland,1162,1071
Jul-13,2013,July,Sydney,United Arab Emirates,Abu Dhabi,20108,18146
Jul-13,2013,July,Sydney,USA,Anchorage,0,0
Jul-13,2013,July,Sydney,Western Samoa,Apia,1466,1352
Jul-13,2013,July,Sydney,New Zealand,Auckland,59191,56570
Jul-13,2013,July,Sydney,Thailand,Bangkok,26458,22353
Jul-13,2013,July,Sydney,China,Beijing,4905,4507
Jul-13,2013,July,Sydney,Argentina,Buenos Aires,2155,2265
Jul-13,2013,July,Sydney,USA,Chicago,0,0
Jul-13,2013,July,Sydney,New Zealand,Christchurch,19535,17508
Jul-13,2013,July,Sydney,USA,Dallas,3243,9351
Jul-13,2013,July,Sydney,Indonesia,Denpasar,17080,14411
Jul-13,2013,July,Sydney,United Arab Emirates,Dubai,37339,29410
Jul-13,2013,July,Sydney,China,Guangzhou,14168,11739
Jul-13,2013,July,Sydney,Vietnam,Hanoi,1387,1163
Jul-13,2013,July,Sydney,Vietnam,Ho Chi Minh City,6582,5506
Jul-13,2013,July,Sydney,Hong Kong,Hong Kong,45711,33885
Jul-13,2013,July,Sydney,USA,Honolulu,19149,17260
Jul-13,2013,July,Sydney,Indonesia,Jakarta,7010,6056
Jul-13,2013,July,Sydney,South Africa,Johannesburg,8333,7616
Jul-13,2013,July,Sydney,Malaysia,Kota Kinabalu,0,0
Jul-13,2013,July,Sydney,Malaysia,Kuala Lumpur,30638,27231
Jul-13,2013,July,Sydney,UK,London,18108,14899
Jul-13,2013,July,Sydney,USA,Los Angeles,40914,35368
Jul-13,2013,July,Sydney,USA,Louisville,0,0
Jul-13,2013,July,Sydney,Philippines,Luzon Island,0,0
Jul-13,2013,July,Sydney,Macau,Macau,0,0
Jul-13,2013,July,Sydney,Philippines,Manila,8459,6246
Jul-13,2013,July,Sydney,Fiji,Nadi,21597,20338
Jul-13,2013,July,Sydney,China,Nanjing,1452,544
Jul-13,2013,July,Sydney,USA,New York,5303,3735
Jul-13,2013,July,Sydney,New Caledonia,Noumea,3886,3752
Jul-13,2013,July,Sydney,Japan,Osaka,188,157
Jul-13,2013,July,Sydney,Thailand,Phuket,3651,3539
Jul-13,2013,July,Sydney,Papua New Guinea,Port Moresby,844,1060
Jul-13,2013,July,Sydney,Vanuatu,Port Vila,4378,3998
Jul-13,2013,July,Sydney,New Zealand,Queenstown,11381,10926
Jul-13,2013,July,Sydney,Cook Islands,Rarotonga,720,782
Jul-13,2013,July,Sydney,New Zealand,Rotorua,931,926
Jul-13,2013,July,Sydney,USA,San Francisco,9864,9059
Jul-13,2013,July,Sydney,Chile,Santiago,6966,6485
Jul-13,2013,July,Sydney,Korea,Seoul,14630,11949
Jul-13,2013,July,Sydney,China,Shanghai,17739,13533
Jul-13,2013,July,Sydney,China,Shenzhen,0,0
Jul-13,2013,July,Sydney,Singapore,Singapore,72318,58543
Jul-13,2013,July,Sydney,Taiwan,Taipei,3763,3141
Jul-13,2013,July,Sydney,Japan,Tokyo,16474,12993
Jul-13,2013,July,Sydney,Tonga,Tongatapu,930,1192
Jul-13,2013,July,Sydney,Canada,Toronto,1581,1401
Jul-13,2013,July,Sydney,Canada,Vancouver,6156,5980
Jul-13,2013,July,Sydney,New Zealand,Wellington,12999,13110
Aug-13,2013,August,Adelaide,New Zealand,Auckland,2052,2171
Aug-13,2013,August,Adelaide,Indonesia,Denpasar,3212,3198
Aug-13,2013,August,Adelaide,United Arab Emirates,Dubai,8290,8429
Aug-13,2013,August,Adelaide,Hong Kong,Hong Kong,2962,2283
Aug-13,2013,August,Adelaide,Malaysia,Kuala Lumpur,7443,5977
Aug-13,2013,August,Adelaide,Singapore,Singapore,9286,9034
Aug-13,2013,August,Brisbane,United Arab Emirates,Abu Dhabi,4022,4328
Aug-13,2013,August,Brisbane,Western Samoa,Apia,530,538
Aug-13,2013,August,Brisbane,New Zealand,Auckland,37028,36375
Aug-13,2013,August,Brisbane,Thailand,Bangkok,6483,6879
Aug-13,2013,August,Brisbane,New Zealand,Christchurch,8867,9191
Aug-13,2013,August,Brisbane,USA,Dallas,4990,0
Aug-13,2013,August,Brisbane,Indonesia,Denpasar,7737,8771
Aug-13,2013,August,Brisbane,United Arab Emirates,Dubai,12662,14626
Aug-13,2013,August,Brisbane,New Zealand,Dunedin,2800,3109
Aug-13,2013,August,Brisbane,Vanuatu,Espiritu Santo,90,71
Aug-13,2013,August,Brisbane,China,Guangzhou,3316,3481
Aug-13,2013,August,Brisbane,Hong Kong,Hong Kong,12746,14969
Aug-13,2013,August,Brisbane,Solomon Islands,Honiara,2337,2097
Aug-13,2013,August,Brisbane,USA,Honolulu,2287,2566
Aug-13,2013,August,Brisbane,Malaysia,Kuala Lumpur,7165,7629
Aug-13,2013,August,Brisbane,USA,Los Angeles,12200,14393
Aug-13,2013,August,Brisbane,Philippines,Manila,1250,1083
Aug-13,2013,August,Brisbane,Fiji,Nadi,8505,9050
Aug-13,2013,August,Brisbane,Nauru,Nauru,1173,996
Aug-13,2013,August,Brisbane,New Caledonia,Noumea,1801,1663
Aug-13,2013,August,Brisbane,Papua New Guinea,Port Moresby,7901,6773
Aug-13,2013,August,Brisbane,Vanuatu,Port Vila,3240,3219
Aug-13,2013,August,Brisbane,New Zealand,Queenstown,4938,5420
Aug-13,2013,August,Brisbane,Korea,Seoul,3366,4275
Aug-13,2013,August,Brisbane,Singapore,Singapore,32690,35585
Aug-13,2013,August,Brisbane,Taiwan,Taipei,3420,4568
