Month,Year,Month_num,AustralianPort,Country,ForeignPort,Passengers_In,Passengers_Out
Dec-02,2002,December,Darwin,Indonesia,Jakarta,0,0
Dec-02,2002,December,Darwin,Indonesia,Kupang,0,0
Dec-02,2002,December,Darwin,UK,London,186,191
Dec-02,2002,December,Darwin,USA,Los Angeles,20,12
Dec-02,2002,December,Darwin,Philippines,Manila,0,0
Dec-02,2002,December,Darwin,France,Paris,3,37
Dec-02,2002,December,Darwin,Italy,Rome,31,20
Dec-02,2002,December,Darwin,Singapore,Singapore,885,971
Dec-02,2002,December,Darwin,Japan,Tokyo,4,1
Dec-02,2002,December,Darwin,New Zealand,Wellington,0,14
Dec-02,2002,December,Gold Coast,New Zealand,Auckland,2970,3355
Dec-02,2002,December,Gold Coast,New Zealand,Christchurch,983,1156
Dec-02,2002,December,Gold Coast,New Zealand,Dunedin,203,310
Dec-02,2002,December,Gold Coast,Japan,Fukuoka,699,572
Dec-02,2002,December,Gold Coast,New Zealand,Hamilton,652,805
Dec-02,2002,December,Gold Coast,Hong Kong,Hong Kong,57,446
Dec-02,2002,December,Gold Coast,Japan,Nagoya,1136,982
Dec-02,2002,December,Gold Coast,Japan,Osaka,861,622
Dec-02,2002,December,Gold Coast,Singapore,Singapore,0,666
Dec-02,2002,December,Gold Coast,Taiwan,Taipei,423,444
Dec-02,2002,December,Melbourne,USA,Atlanta,0,0
Dec-02,2002,December,Melbourne,New Zealand,Auckland,20392,24036
Dec-02,2002,December,Melbourne,Thailand,Bangkok,7851,9542
Dec-02,2002,December,Melbourne,China,Beijing,1168,805
Dec-02,2002,December,Melbourne,USA,Chicago,224,157
Dec-02,2002,December,Melbourne,New Zealand,Christchurch,6252,6928
Dec-02,2002,December,Melbourne,Indonesia,Denpasar,2731,2348
Dec-02,2002,December,Melbourne,United Arab Emirates,Dubai,8381,8028
Dec-02,2002,December,Melbourne,New Zealand,Dunedin,905,1131
Dec-02,2002,December,Melbourne,Germany,Frankfurt,953,588
Dec-02,2002,December,Melbourne,China,Guangzhou,1060,1796
Dec-02,2002,December,Melbourne,New Zealand,Hamilton,1394,1521
Dec-02,2002,December,Melbourne,Vietnam,Hanoi,139,202
Dec-02,2002,December,Melbourne,Vietnam,Ho Chi Minh City,1517,2904
Dec-02,2002,December,Melbourne,Hong Kong,Hong Kong,15625,18027
Dec-02,2002,December,Melbourne,USA,Honolulu,105,589
Dec-02,2002,December,Melbourne,Indonesia,Jakarta,921,121
Dec-02,2002,December,Melbourne,South Africa,Johannesburg,27,82
Dec-02,2002,December,Melbourne,Malaysia,Kuala Lumpur,10108,14082
Dec-02,2002,December,Melbourne,UK,London,9082,6940
Dec-02,2002,December,Melbourne,USA,Los Angeles,9636,10947
Dec-02,2002,December,Melbourne,Luxembourg,Luxembourg,0,0
Dec-02,2002,December,Melbourne,Philippines,Manila,846,1415
Dec-02,2002,December,Melbourne,Mauritius,Mauritius,781,1095
Dec-02,2002,December,Melbourne,Fiji,Nadi,2292,2745
Dec-02,2002,December,Melbourne,Nauru,Nauru,71,172
Dec-02,2002,December,Melbourne,USA,New York,381,403
Dec-02,2002,December,Melbourne,New Caledonia,Noumea,0,0
Dec-02,2002,December,Melbourne,New Zealand,Palmerston,1002,1286
Dec-02,2002,December,Melbourne,France,Paris,189,277
Dec-02,2002,December,Melbourne,Malaysia,Penang,0,0
Dec-02,2002,December,Melbourne,New Zealand,Queenstown,58,41
Dec-02,2002,December,Melbourne,Italy,Rome,2321,481
Dec-02,2002,December,Melbourne,China,Shanghai,718,645
Dec-02,2002,December,Melbourne,Singapore,Singapore,29233,32977
Dec-02,2002,December,Melbourne,Japan,Tokyo,5117,2818
Dec-02,2002,December,Melbourne,Austria,Vienna,1902,1588
Dec-02,2002,December,Melbourne,New Zealand,Wellington,4142,4766
Dec-02,2002,December,Norfolk Island,New Zealand,Auckland,609,588
Dec-02,2002,December,Perth,New Zealand,Auckland,3471,4051
Dec-02,2002,December,Perth,Brunei,Bandar Seri Begawan,1864,2306
Dec-02,2002,December,Perth,Thailand,Bangkok,3889,4280
Dec-02,2002,December,Perth,New Zealand,Christchurch,23,0
Dec-02,2002,December,Perth,Indonesia,Denpasar,2905,3218
Dec-02,2002,December,Perth,United Arab Emirates,Dubai,4661,4112
Dec-02,2002,December,Perth,Germany,Frankfurt,761,644
Dec-02,2002,December,Perth,Hong Kong,Hong Kong,4623,5028
Dec-02,2002,December,Perth,USA,Honolulu,0,0
Dec-02,2002,December,Perth,Indonesia,Jakarta,1382,1888
Dec-02,2002,December,Perth,South Africa,Johannesburg,5387,5412
Dec-02,2002,December,Perth,Malaysia,Kuala Lumpur,7788,8129
Dec-02,2002,December,Perth,Malaysia,Kuching,315,503
Dec-02,2002,December,Perth,UK,London,3160,2293
Dec-02,2002,December,Perth,USA,Los Angeles,27,0
Dec-02,2002,December,Perth,Mauritius,Mauritius,588,495
Dec-02,2002,December,Perth,USA,New York,1,0
Dec-02,2002,December,Perth,New Caledonia,Noumea,0,0
Dec-02,2002,December,Perth,France,Paris,1311,479
Dec-02,2002,December,Perth,Thailand,Phuket,422,446
Dec-02,2002,December,Perth,Italy,Rome,779,343
Dec-02,2002,December,Perth,Singapore,Singapore,32172,34863
Dec-02,2002,December,Perth,Japan,Tokyo,2316,2354
Dec-02,2002,December,Perth,New Zealand,Wellington,1,0
Dec-02,2002,December,Sydney,Netherlands,Amsterdam,0,0
Dec-02,2002,December,Sydney,Western Samoa,Apia,385,631
Dec-02,2002,December,Sydney,USA,Atlanta,0,0
Dec-02,2002,December,Sydney,New Zealand,Auckland,44085,51215
Dec-02,2002,December,Sydney,Thailand,Bangkok,18938,20512
Dec-02,2002,December,Sydney,China,Beijing,2411,3899
Dec-02,2002,December,Sydney,Argentina,Buenos Aires,1104,1692
Dec-02,2002,December,Sydney,USA,Chicago,544,471
Dec-02,2002,December,Sydney,New Zealand,Christchurch,17725,19197
Dec-02,2002,December,Sydney,Indonesia,Denpasar,3371,4830
Dec-02,2002,December,Sydney,United Arab Emirates,Dubai,5375,5525
Dec-02,2002,December,Sydney,New Zealand,Dunedin,778,981
Dec-02,2002,December,Sydney,Germany,Frankfurt,3994,3284
Dec-02,2002,December,Sydney,China,Guangzhou,2021,4505
Dec-02,2002,December,Sydney,New Zealand,Hamilton,1326,1617
Dec-02,2002,December,Sydney,Hong Kong,Hong Kong,30344,30737
Dec-02,2002,December,Sydney,USA,Honolulu,5712,6237
Dec-02,2002,December,Sydney,Indonesia,Jakarta,2734,4907
Dec-02,2002,December,Sydney,South Africa,Johannesburg,5909,5523
Dec-02,2002,December,Sydney,Malaysia,Kuala Lumpur,15663,14023
Dec-02,2002,December,Sydney,UK,London,17165,15936
Dec-02,2002,December,Sydney,USA,Los Angeles,28732,30615
Dec-02,2002,December,Sydney,USA,Louisville,0,0
Dec-02,2002,December,Sydney,Philippines,Manila,3818,4334
Dec-02,2002,December,Sydney,Fiji,Nadi,8339,9193
Dec-02,2002,December,Sydney,USA,New York,1863,1875
Dec-02,2002,December,Sydney,New Caledonia,Noumea,4644,2887
Dec-02,2002,December,Sydney,Japan,Osaka,2972,10465
Dec-02,2002,December,Sydney,New Zealand,Palmerston,991,1032
Dec-02,2002,December,Sydney,Tahiti,Papeete,0,180
Dec-02,2002,December,Sydney,France,Paris,1003,888
Dec-02,2002,December,Sydney,Papua New Guinea,Port Moresby,1205,853
Dec-02,2002,December,Sydney,Vanuatu,Port Vila,1652,1852
Dec-02,2002,December,Sydney,New Zealand,Queenstown,549,688
Dec-02,2002,December,Sydney,Italy,Rome,1265,967
Dec-02,2002,December,Sydney,USA,San Francisco,9169,9131
Dec-02,2002,December,Sydney,Chile,Santiago,1412,1981
Dec-02,2002,December,Sydney,Korea,Seoul,15978,17108
Dec-02,2002,December,Sydney,China,Shanghai,3648,6430
Dec-02,2002,December,Sydney,Singapore,Singapore,44029,46808
Dec-02,2002,December,Sydney,Philippines,Subic Bay,0,0
Dec-02,2002,December,Sydney,Fiji,Suva,774,1145
Dec-02,2002,December,Sydney,Taiwan,Taipei,4455,5499
Dec-02,2002,December,Sydney,Japan,Tokyo,19406,22340
Dec-02,2002,December,Sydney,USA,Toledo,0,0
Dec-02,2002,December,Sydney,Tonga,Tongatapu,314,553
Dec-02,2002,December,Sydney,Canada,Vancouver,4755,6087
Dec-02,2002,December,Sydney,Austria,Vienna,5869,5835
Dec-02,2002,December,Sydney,New Zealand,Wellington,8882,10915
Jan-03,2003,January,Adelaide,Hong Kong,Hong Kong,1993,1216
Jan-03,2003,January,Adelaide,Malaysia,Kuala Lumpur,3262,2860
Jan-03,2003,January,Adelaide,Singapore,Singapore,5787,5070
Jan-03,2003,January,Brisbane,New Zealand,Auckland,18579,19908
Jan-03,2003,January,Brisbane,Brunei,Bandar Seri Begawan,2982,2510
Jan-03,2003,January,Brisbane,Thailand,Bangkok,2132,2216
Jan-03,2003,January,Brisbane,New Zealand,Christchurch,5852,5293
Jan-03,2003,January,Brisbane,Indonesia,Denpasar,1436,1189
Jan-03,2003,January,Brisbane,New Zealand,Dunedin,1486,1342
Jan-03,2003,January,Brisbane,New Zealand,Hamilton,2269,2067
Jan-03,2003,January,Brisbane,Hong Kong,Hong Kong,6154,4752
Jan-03,2003,January,Brisbane,Solomon Islands,Honiara,859,837
Jan-03,2003,January,Brisbane,USA,Honolulu,2,0
Jan-03,2003,January,Brisbane,Malaysia,Kuala Lumpur,3533,3203
Jan-03,2003,January,Brisbane,USA,Los Angeles,2778,2359
Jan-03,2003,January,Brisbane,Philippines,Manila,471,401
Jan-03,2003,January,Brisbane,Fiji,Nadi,2977,2436
Jan-03,2003,January,Brisbane,Nauru,Nauru,264,312
Jan-03,2003,January,Brisbane,New Caledonia,Noumea,3290,2115
Jan-03,2003,January,Brisbane,Japan,Osaka,8690,3138
Jan-03,2003,January,Brisbane,New Zealand,Palmerston,1577,1583
Jan-03,2003,January,Brisbane,Papua New Guinea,Port Moresby,2839,3046
Jan-03,2003,January,Brisbane,Vanuatu,Port Vila,1148,965
Jan-03,2003,January,Brisbane,Italy,Rome,0,969
Jan-03,2003,January,Brisbane,Korea,Seoul,4560,3280
Jan-03,2003,January,Brisbane,Singapore,Singapore,27862,24873
Jan-03,2003,January,Brisbane,Taiwan,Taipei,2987,2001
Jan-03,2003,January,Brisbane,Japan,Tokyo,11910,12305
Jan-03,2003,January,Brisbane,New Zealand,Wellington,3817,4291
Jan-03,2003,January,Cairns,New Zealand,Auckland,1107,1512
Jan-03,2003,January,Cairns,Japan,Fukuoka,1758,2036
Jan-03,2003,January,Cairns,Guam,Guam,933,952
Jan-03,2003,January,Cairns,Hong Kong,Hong Kong,4419,3245
Jan-03,2003,January,Cairns,Japan,Nagoya,5870,5935
Jan-03,2003,January,Cairns,Japan,Osaka,4183,4096
Jan-03,2003,January,Cairns,Papua New Guinea,Port Moresby,2186,2080
Jan-03,2003,January,Cairns,Singapore,Singapore,1277,1480
Jan-03,2003,January,Cairns,Taiwan,Taipei,2573,1971
Jan-03,2003,January,Cairns,Japan,Tokyo,11598,11428
Jan-03,2003,January,Darwin,Brunei,Bandar Seri Begawan,899,544
Jan-03,2003,January,Darwin,Indonesia,Denpasar,924,641
Jan-03,2003,January,Darwin,Indonesia,Kupang,0,0
Jan-03,2003,January,Darwin,Singapore,Singapore,1544,1297
Jan-03,2003,January,Gold Coast,New Zealand,Auckland,2912,3200
Jan-03,2003,January,Gold Coast,New Zealand,Christchurch,916,813
Jan-03,2003,January,Gold Coast,New Zealand,Dunedin,366,339
Jan-03,2003,January,Gold Coast,New Zealand,Hamilton,452,430
Jan-03,2003,January,Gold Coast,Japan,Osaka,470,606
Jan-03,2003,January,Melbourne,USA,Atlanta,0,0
Jan-03,2003,January,Melbourne,New Zealand,Auckland,24583,23615
Jan-03,2003,January,Melbourne,Thailand,Bangkok,9752,8030
Jan-03,2003,January,Melbourne,China,Beijing,1059,377
Jan-03,2003,January,Melbourne,USA,Chicago,243,187
Jan-03,2003,January,Melbourne,New Zealand,Christchurch,7340,7159
Jan-03,2003,January,Melbourne,Indonesia,Denpasar,2756,1836
Jan-03,2003,January,Melbourne,United Arab Emirates,Dubai,8642,8503
Jan-03,2003,January,Melbourne,New Zealand,Dunedin,1187,1070
Jan-03,2003,January,Melbourne,Germany,Frankfurt,0,0
Jan-03,2003,January,Melbourne,China,Guangzhou,1803,1355
Jan-03,2003,January,Melbourne,New Zealand,Hamilton,1687,1721
Jan-03,2003,January,Melbourne,Vietnam,Hanoi,183,185
Jan-03,2003,January,Melbourne,Vietnam,Ho Chi Minh City,2560,2529
Jan-03,2003,January,Melbourne,Hong Kong,Hong Kong,17609,15082
Jan-03,2003,January,Melbourne,USA,Honolulu,0,493
Jan-03,2003,January,Melbourne,Malaysia,Kuala Lumpur,11168,10508
Jan-03,2003,January,Melbourne,UK,London,8956,8447
Jan-03,2003,January,Melbourne,USA,Los Angeles,11738,11604
Jan-03,2003,January,Melbourne,Luxembourg,Luxembourg,0,0
Jan-03,2003,January,Melbourne,Philippines,Manila,1496,798
Jan-03,2003,January,Melbourne,Mauritius,Mauritius,1026,960
Jan-03,2003,January,Melbourne,Fiji,Nadi,3722,2916
Jan-03,2003,January,Melbourne,Nauru,Nauru,90,100
Jan-03,2003,January,Melbourne,USA,New York,0,0
Jan-03,2003,January,Melbourne,New Zealand,Palmerston,1092,1005
Jan-03,2003,January,Melbourne,Malaysia,Penang,0,0
Jan-03,2003,January,Melbourne,Italy,Rome,2011,0
Jan-03,2003,January,Melbourne,China,Shanghai,449,406
Jan-03,2003,January,Melbourne,Singapore,Singapore,33099,28932
Jan-03,2003,January,Melbourne,Japan,Tokyo,5364,3114
Jan-03,2003,January,Melbourne,Austria,Vienna,2257,2250
Jan-03,2003,January,Melbourne,New Zealand,Wellington,4839,4881
Jan-03,2003,January,Norfolk Island,New Zealand,Auckland,453,439
Jan-03,2003,January,Perth,New Zealand,Auckland,3898,3861
Jan-03,2003,January,Perth,Brunei,Bandar Seri Begawan,2253,2216
Jan-03,2003,January,Perth,Thailand,Bangkok,4017,3526
Jan-03,2003,January,Perth,Indonesia,Denpasar,3227,3160
Jan-03,2003,January,Perth,United Arab Emirates,Dubai,4965,4373
Jan-03,2003,January,Perth,Hong Kong,Hong Kong,5214,4762
Jan-03,2003,January,Perth,Indonesia,Jakarta,1307,1172
Jan-03,2003,January,Perth,South Africa,Johannesburg,5250,4496
Jan-03,2003,January,Perth,Malaysia,Kuala Lumpur,8207,7208
Jan-03,2003,January,Perth,Malaysia,Kuching,589,299
Jan-03,2003,January,Perth,Mauritius,Mauritius,660,662
Jan-03,2003,January,Perth,France,Paris,984,1120
Jan-03,2003,January,Perth,Thailand,Phuket,688,468
Jan-03,2003,January,Perth,Singapore,Singapore,35109,32706
Jan-03,2003,January,Perth,Japan,Tokyo,2178,2145
Jan-03,2003,January,Sydney,United Arab Emirates,Abu Dhabi,0,0
Jan-03,2003,January,Sydney,Netherlands,Amsterdam,0,0
Jan-03,2003,January,Sydney,Western Samoa,Apia,416,519
Jan-03,2003,January,Sydney,USA,Atlanta,0,0
Jan-03,2003,January,Sydney,New Zealand,Auckland,51227,53207
Jan-03,2003,January,Sydney,Thailand,Bangkok,22478,19365
Jan-03,2003,January,Sydney,China,Beijing,3013,3060
Jan-03,2003,January,Sydney,Argentina,Buenos Aires,1783,1413
Jan-03,2003,January,Sydney,USA,Chicago,635,554
Jan-03,2003,January,Sydney,New Zealand,Christchurch,21950,21563
Jan-03,2003,January,Sydney,Indonesia,Denpasar,4189,4633
Jan-03,2003,January,Sydney,United Arab Emirates,Dubai,5415,5919
Jan-03,2003,January,Sydney,New Zealand,Dunedin,1208,1090
Jan-03,2003,January,Sydney,Germany,Frankfurt,4005,3389
Jan-03,2003,January,Sydney,China,Guangzhou,3611,3071
Jan-03,2003,January,Sydney,New Zealand,Hamilton,1654,1514
Jan-03,2003,January,Sydney,Hong Kong,Hong Kong,33915,28057
Jan-03,2003,January,Sydney,USA,Honolulu,8875,5789
Jan-03,2003,January,Sydney,Indonesia,Jakarta,3611,3638
Jan-03,2003,January,Sydney,South Africa,Johannesburg,6570,5681
Jan-03,2003,January,Sydney,Malaysia,Kuala Lumpur,16096,15063
Jan-03,2003,January,Sydney,UK,London,13948,19557
Jan-03,2003,January,Sydney,USA,Los Angeles,33709,31424
Jan-03,2003,January,Sydney,USA,Louisville,0,0
Jan-03,2003,January,Sydney,Philippines,Manila,5505,4056
Jan-03,2003,January,Sydney,Fiji,Nadi,11341,9335
Jan-03,2003,January,Sydney,USA,New York,1686,1658
Jan-03,2003,January,Sydney,New Caledonia,Noumea,5067,3538
Jan-03,2003,January,Sydney,Japan,Osaka,4362,8999
Jan-03,2003,January,Sydney,New Zealand,Palmerston,1121,1232
Jan-03,2003,January,Sydney,Tahiti,Papeete,0,131
Jan-03,2003,January,Sydney,Papua New Guinea,Port Moresby,829,1075
Jan-03,2003,January,Sydney,Vanuatu,Port Vila,2282,1892
Jan-03,2003,January,Sydney,New Zealand,Queenstown,420,426
Jan-03,2003,January,Sydney,USA,San Francisco,9636,9303
Jan-03,2003,January,Sydney,Chile,Santiago,1848,1873
Jan-03,2003,January,Sydney,Japan,Sapporo,0,0
Jan-03,2003,January,Sydney,Korea,Seoul,17798,16755
Jan-03,2003,January,Sydney,China,Shanghai,6225,4151
Jan-03,2003,January,Sydney,Singapore,Singapore,50853,45929
Jan-03,2003,January,Sydney,Philippines,Subic Bay,0,0
Jan-03,2003,January,Sydney,Fiji,Suva,797,1223
Jan-03,2003,January,Sydney,Taiwan,Taipei,5709,4277
Jan-03,2003,January,Sydney,Japan,Tokyo,20444,21622
Jan-03,2003,January,Sydney,USA,Toledo,0,0
Jan-03,2003,January,Sydney,Tonga,Tongatapu,378,250
Jan-03,2003,January,Sydney,Canada,Vancouver,6536,6595
Jan-03,2003,January,Sydney,Austria,Vienna,6119,5960
Jan-03,2003,January,Sydney,New Zealand,Wellington,10218,10547
Feb-03,2003,February,Adelaide,Hong Kong,Hong Kong,1935,922
Feb-03,2003,February,Adelaide,Malaysia,Kuala Lumpur,2929,1807
Feb-03,2003,February,Adelaide,Singapore,Singapore,4921,3936
Feb-03,2003,February,Brisbane,New Zealand,Auckland,15318,16527
Feb-03,2003,February,Brisbane,Brunei,Bandar Seri Begawan,2333,1979
Feb-03,2003,February,Brisbane,Thailand,Bangkok,2070,2188
Feb-03,2003,February,Brisbane,New Zealand,Christchurch,4577,4632
Feb-03,2003,February,Brisbane,Indonesia,Denpasar,1253,1018
Feb-03,2003,February,Brisbane,New Zealand,Dunedin,871,957
Feb-03,2003,February,Brisbane,New Zealand,Hamilton,1386,1535
Feb-03,2003,February,Brisbane,Hong Kong,Hong Kong,5637,4478
Feb-03,2003,February,Brisbane,Solomon Islands,Honiara,621,560
Feb-03,2003,February,Brisbane,Malaysia,Kuala Lumpur,3113,2648
Feb-03,2003,February,Brisbane,USA,Los Angeles,2070,1867
Feb-03,2003,February,Brisbane,Philippines,Manila,509,365
Feb-03,2003,February,Brisbane,Fiji,Nadi,2212,1852
Feb-03,2003,February,Brisbane,Nauru,Nauru,306,205
Feb-03,2003,February,Brisbane,New Caledonia,Noumea,1483,3362
Feb-03,2003,February,Brisbane,Japan,Osaka,7576,2042
Feb-03,2003,February,Brisbane,New Zealand,Palmerston,1124,1013
Feb-03,2003,February,Brisbane,Papua New Guinea,Port Moresby,1973,2082
Feb-03,2003,February,Brisbane,Vanuatu,Port Vila,586,573
Feb-03,2003,February,Brisbane,Italy,Rome,0,484
Feb-03,2003,February,Brisbane,Korea,Seoul,3823,2471
Feb-03,2003,February,Brisbane,Singapore,Singapore,25027,20282
Feb-03,2003,February,Brisbane,Taiwan,Taipei,2291,2060
Feb-03,2003,February,Brisbane,Japan,Tokyo,11004,10030
Feb-03,2003,February,Brisbane,New Zealand,Wellington,2905,2956
Feb-03,2003,February,Cairns,New Zealand,Auckland,828,1224
Feb-03,2003,February,Cairns,Japan,Fukuoka,1245,1395
Feb-03,2003,February,Cairns,Guam,Guam,779,737
Feb-03,2003,February,Cairns,Hong Kong,Hong Kong,3770,2782
Feb-03,2003,February,Cairns,Japan,Nagoya,6002,5761
Feb-03,2003,February,Cairns,Japan,Osaka,3342,3693
Feb-03,2003,February,Cairns,Papua New Guinea,Port Moresby,1775,1545
Feb-03,2003,February,Cairns,Singapore,Singapore,1550,1636
Feb-03,2003,February,Cairns,Taiwan,Taipei,1736,2099
Feb-03,2003,February,Cairns,Japan,Tokyo,9898,9289
Feb-03,2003,February,Darwin,Brunei,Bandar Seri Begawan,523,361
Feb-03,2003,February,Darwin,Indonesia,Denpasar,698,755
Feb-03,2003,February,Darwin,Indonesia,Kupang,0,0
Feb-03,2003,February,Darwin,Singapore,Singapore,1290,1152
Feb-03,2003,February,Gold Coast,New Zealand,Auckland,2085,2321
Feb-03,2003,February,Gold Coast,New Zealand,Christchurch,577,635
Feb-03,2003,February,Gold Coast,New Zealand,Dunedin,273,266
Feb-03,2003,February,Gold Coast,New Zealand,Hamilton,483,448
Feb-03,2003,February,Gold Coast,Japan,Osaka,918,545
Feb-03,2003,February,Melbourne,USA,Atlanta,0,0
Feb-03,2003,February,Melbourne,New Zealand,Auckland,20659,21365
Feb-03,2003,February,Melbourne,Thailand,Bangkok,9379,6076
Feb-03,2003,February,Melbourne,China,Beijing,966,463
Feb-03,2003,February,Melbourne,USA,Chicago,227,153
Feb-03,2003,February,Melbourne,New Zealand,Christchurch,6301,6580
Feb-03,2003,February,Melbourne,Indonesia,Denpasar,2233,1441
Feb-03,2003,February,Melbourne,United Arab Emirates,Dubai,6796,4810
Feb-03,2003,February,Melbourne,New Zealand,Dunedin,717,742
Feb-03,2003,February,Melbourne,Germany,Frankfurt,0,0
Feb-03,2003,February,Melbourne,China,Guangzhou,2148,679
Feb-03,2003,February,Melbourne,New Zealand,Hamilton,1125,927
Feb-03,2003,February,Melbourne,Vietnam,Hanoi,211,158
Feb-03,2003,February,Melbourne,Vietnam,Ho Chi Minh City,2409,1436
Feb-03,2003,February,Melbourne,Hong Kong,Hong Kong,16077,12664
Feb-03,2003,February,Melbourne,USA,Honolulu,0,292
Feb-03,2003,February,Melbourne,Pakistan,Karachi,0,0
Feb-03,2003,February,Melbourne,Malaysia,Kuala Lumpur,10456,7393
Feb-03,2003,February,Melbourne,Pakistan,Lahore,0,0
Feb-03,2003,February,Melbourne,UK,London,7742,6053
Feb-03,2003,February,Melbourne,USA,Los Angeles,11483,8547
Feb-03,2003,February,Melbourne,Luxembourg,Luxembourg,0,0
Feb-03,2003,February,Melbourne,Philippines,Manila,1193,670
Feb-03,2003,February,Melbourne,Mauritius,Mauritius,787,398
Feb-03,2003,February,Melbourne,Fiji,Nadi,2105,1477
Feb-03,2003,February,Melbourne,Nauru,Nauru,97,65
Feb-03,2003,February,Melbourne,USA,New York,0,0
Feb-03,2003,February,Melbourne,New Zealand,Palmerston,759,705
Feb-03,2003,February,Melbourne,Malaysia,Penang,0,0
Feb-03,2003,February,Melbourne,Italy,Rome,1433,0
Feb-03,2003,February,Melbourne,China,Shanghai,773,385
Feb-03,2003,February,Melbourne,Singapore,Singapore,31378,22961
Feb-03,2003,February,Melbourne,Japan,Tokyo,4640,2266
Feb-03,2003,February,Melbourne,Austria,Vienna,1511,1497
Feb-03,2003,February,Melbourne,New Zealand,Wellington,3623,4050
Feb-03,2003,February,Norfolk Island,New Zealand,Auckland,465,431
Feb-03,2003,February,Perth,New Zealand,Auckland,2845,3178
Feb-03,2003,February,Perth,Brunei,Bandar Seri Begawan,1999,1517
Feb-03,2003,February,Perth,Thailand,Bangkok,3350,2464
Feb-03,2003,February,Perth,Indonesia,Denpasar,3203,3048
Feb-03,2003,February,Perth,United Arab Emirates,Dubai,3863,3459
Feb-03,2003,February,Perth,Hong Kong,Hong Kong,4464,3551
Feb-03,2003,February,Perth,Indonesia,Jakarta,1550,933
Feb-03,2003,February,Perth,South Africa,Johannesburg,5082,2865
Feb-03,2003,February,Perth,Malaysia,Kuala Lumpur,7777,5787
Feb-03,2003,February,Perth,Malaysia,Kuching,560,380
Feb-03,2003,February,Perth,Mauritius,Mauritius,342,234
Feb-03,2003,February,Perth,France,Paris,810,530
Feb-03,2003,February,Perth,Thailand,Phuket,355,370
Feb-03,2003,February,Perth,Singapore,Singapore,33524,25937
Feb-03,2003,February,Perth,Japan,Tokyo,2065,2003
Feb-03,2003,February,Sydney,Netherlands,Amsterdam,0,0
Feb-03,2003,February,Sydney,Western Samoa,Apia,347,255
Feb-03,2003,February,Sydney,USA,Atlanta,0,0
Feb-03,2003,February,Sydney,New Zealand,Auckland,42417,48551
Feb-03,2003,February,Sydney,Thailand,Bangkok,18751,16587
Feb-03,2003,February,Sydney,China,Beijing,2872,2570
Feb-03,2003,February,Sydney,Argentina,Buenos Aires,1442,1136
Feb-03,2003,February,Sydney,USA,Chicago,591,379
Feb-03,2003,February,Sydney,New Zealand,Christchurch,17538,20401
Feb-03,2003,February,Sydney,Indonesia,Denpasar,3753,3376
Feb-03,2003,February,Sydney,United Arab Emirates,Dubai,4640,4218
Feb-03,2003,February,Sydney,New Zealand,Dunedin,770,628
Feb-03,2003,February,Sydney,Germany,Frankfurt,3233,2847
Feb-03,2003,February,Sydney,China,Guangzhou,3270,1969
Feb-03,2003,February,Sydney,New Zealand,Hamilton,1041,1090
Feb-03,2003,February,Sydney,Hong Kong,Hong Kong,28785,25479
Feb-03,2003,February,Sydney,USA,Honolulu,4866,3828
Feb-03,2003,February,Sydney,Indonesia,Jakarta,3193,1953
Feb-03,2003,February,Sydney,South Africa,Johannesburg,5141,4176
Feb-03,2003,February,Sydney,Malaysia,Kuala Lumpur,14205,10155
Feb-03,2003,February,Sydney,UK,London,13062,12658
Feb-03,2003,February,Sydney,USA,Los Angeles,27049,23244
Feb-03,2003,February,Sydney,USA,Louisville,0,0
Feb-03,2003,February,Sydney,Philippines,Manila,4265,3415
Feb-03,2003,February,Sydney,Fiji,Nadi,7115,5754
Feb-03,2003,February,Sydney,USA,New York,1552,1127
Feb-03,2003,February,Sydney,New Caledonia,Noumea,2515,4116
Feb-03,2003,February,Sydney,Japan,Osaka,4238,7611
Feb-03,2003,February,Sydney,New Zealand,Palmerston,688,566
Feb-03,2003,February,Sydney,Tahiti,Papeete,0,115
Feb-03,2003,February,Sydney,Papua New Guinea,Port Moresby,744,871
Feb-03,2003,February,Sydney,Vanuatu,Port Vila,967,923
Feb-03,2003,February,Sydney,New Zealand,Queenstown,269,383
Feb-03,2003,February,Sydney,USA,San Francisco,7728,7388
Feb-03,2003,February,Sydney,Chile,Santiago,1837,1541
Feb-03,2003,February,Sydney,Korea,Seoul,14835,13044
Feb-03,2003,February,Sydney,China,Shanghai,3531,2035
Feb-03,2003,February,Sydney,Singapore,Singapore,44877,34896
Feb-03,2003,February,Sydney,Philippines,Subic Bay,0,0
Feb-03,2003,February,Sydney,Fiji,Suva,643,711
Feb-03,2003,February,Sydney,Taiwan,Taipei,5059,4101
Feb-03,2003,February,Sydney,Japan,Tokyo,19598,18514
Feb-03,2003,February,Sydney,USA,Toledo,0,0
Feb-03,2003,February,Sydney,Tonga,Tongatapu,150,173
Feb-03,2003,February,Sydney,Canada,Vancouver,3637,3300
Feb-03,2003,February,Sydney,Austria,Vienna,5032,4047
Feb-03,2003,February,Sydney,New Zealand,Wellington,8235,9539
Mar-03,2003,March,Adelaide,Hong Kong,Hong Kong,1209,1003
Mar-03,2003,March,Adelaide,Malaysia,Kuala Lumpur,2656,2251
Mar-03,2003,March,Adelaide,Singapore,Singapore,4536,4929
Mar-03,2003,March,Brisbane,New Zealand,Auckland,19159,17763
Mar-03,2003,March,Brisbane,Brunei,Bandar Seri Begawan,1478,2377
